VALOR,VIGENCIADESDE,VIGENCIAHASTA
814.21,06/01/1994,06/01/1994
818.83,07/01/1994,07/01/1994
818.89,08/01/1994,11/01/1994
818.50,12/01/1994,12/01/1994
819.81,13/01/1994,13/01/1994
820.10,14/01/1994,14/01/1994
815.81,15/01/1994,17/01/1994
816.91,18/01/1994,18/01/1994
693.69,19/08/1992,19/08/1992
692.48,20/08/1992,20/08/1992
692.56,21/08/1992,21/08/1992
693.94,22/08/1992,24/08/1992
689.56,25/08/1992,25/08/1992
689.21,26/08/1992,26/08/1992
689.45,27/08/1992,27/08/1992
690.30,28/08/1992,28/08/1992
691.68,29/08/1992,31/08/1992
691.90,01/09/1992,01/09/1992
692.89,02/09/1992,02/09/1992
693.02,03/09/1992,03/09/1992
695.62,04/09/1992,04/09/1992
696.77,05/09/1992,07/09/1992
697.69,08/09/1992,08/09/1992
693.25,15/08/1992,18/08/1992
698.28,09/09/1992,09/09/1992
695.38,10/09/1992,10/09/1992
695.54,11/09/1992,11/09/1992
696.39,12/09/1992,14/09/1992
696.29,15/09/1992,15/09/1992
696.84,16/09/1992,16/09/1992
695.70,17/09/1992,17/09/1992
696.66,18/09/1992,18/09/1992
696.42,19/09/1992,21/09/1992
1154.89,27/08/1997,27/08/1997
1161.15,28/08/1997,28/08/1997
1167.28,29/08/1997,29/08/1997
1172.28,30/08/1997,01/09/1997
1174.01,02/09/1997,02/09/1997
1169.38,03/09/1997,03/09/1997
1172.82,04/09/1997,04/09/1997
1180.94,05/09/1997,05/09/1997
1186.98,06/09/1997,08/09/1997
1204.09,09/09/1997,09/09/1997
1238.21,10/09/1997,10/09/1997
1250.03,11/09/1997,11/09/1997
1232.12,12/09/1997,12/09/1997
1228.01,13/09/1997,15/09/1997
1245.06,16/09/1997,16/09/1997
1243.58,17/09/1997,17/09/1997
1241.83,18/09/1997,18/09/1997
1236.31,19/09/1997,19/09/1997
1238.29,20/09/1997,22/09/1997
1242.45,23/09/1997,23/09/1997
1248.83,24/09/1997,24/09/1997
1251.88,25/09/1997,25/09/1997
1249.73,26/09/1997,26/09/1997
1241.72,27/09/1997,29/09/1997
1246.27,30/09/1997,30/09/1997
1244.63,01/10/1997,01/10/1997
1243.27,02/10/1997,02/10/1997
1242.16,03/10/1997,03/10/1997
1244.84,04/10/1997,06/10/1997
1250.95,07/10/1997,07/10/1997
1247.51,08/10/1997,08/10/1997
1252.74,09/10/1997,09/10/1997
1258.04,10/10/1997,10/10/1997
1265.38,11/10/1997,14/10/1997
835.59,11/10/1994,11/10/1994
835.38,12/10/1994,12/10/1994
836.40,13/10/1994,13/10/1994
836.01,14/10/1994,14/10/1994
834.83,15/10/1994,18/10/1994
835.33,19/10/1994,19/10/1994
836.72,20/10/1994,20/10/1994
838.32,21/10/1994,21/10/1994
841.41,22/10/1994,24/10/1994
842.60,25/10/1994,25/10/1994
843.48,26/10/1994,26/10/1994
841.32,27/10/1994,27/10/1994
840.05,28/10/1994,28/10/1994
838.55,29/10/1994,31/10/1994
837.62,01/11/1994,01/11/1994
837.79,02/11/1994,02/11/1994
836.18,03/11/1994,03/11/1994
833.19,04/11/1994,04/11/1994
831.25,05/11/1994,08/11/1994
829.09,09/11/1994,09/11/1994
826.84,10/11/1994,10/11/1994
825.17,11/11/1994,11/11/1994
825.87,12/11/1994,15/11/1994
826.45,16/11/1994,16/11/1994
828.74,17/11/1994,17/11/1994
816.15,19/01/1994,19/01/1994
814.56,20/01/1994,20/01/1994
815.91,21/01/1994,21/01/1994
815.65,22/01/1994,24/01/1994
816.69,25/01/1994,25/01/1994
819.10,26/01/1994,26/01/1994
821.52,27/01/1994,27/01/1994
821.72,28/01/1994,28/01/1994
818.38,29/01/1994,31/01/1994
817.00,01/02/1994,01/02/1994
819.27,02/02/1994,02/02/1994
817.96,03/02/1994,03/02/1994
817.69,04/02/1994,04/02/1994
818.00,05/02/1994,07/02/1994
817.64,08/02/1994,08/02/1994
817.81,09/02/1994,09/02/1994
817.88,10/02/1994,10/02/1994
817.88,11/02/1994,11/02/1994
817.78,12/02/1994,14/02/1994
817.59,15/02/1994,15/02/1994
816.92,16/02/1994,16/02/1994
816.10,17/02/1994,17/02/1994
815.19,18/02/1994,18/02/1994
814.13,19/02/1994,21/02/1994
699.16,22/09/1992,22/09/1992
697.77,23/09/1992,23/09/1992
698.40,24/09/1992,24/09/1992
697.01,25/09/1992,25/09/1992
704.80,26/09/1992,28/09/1992
701.00,29/09/1992,29/09/1992
702.81,30/09/1992,30/09/1992
699.70,01/10/1992,01/10/1992
3293.62,10/05/2019,10/05/2019
3361.70,07/09/2019,09/09/2019
3353.76,24/01/2020,24/01/2020
3602.41,23/02/2021,23/02/2021
3808.46,17/07/2021,19/07/2021
3865.46,03/08/2021,03/08/2021
3738.48,13/10/2021,13/10/2021
3772.49,16/10/2021,19/10/2021
3785.66,26/03/2022,28/03/2022
3187.15,26/06/2019,26/06/2019
3449.27,15/08/2019,15/08/2019
3258.84,03/01/2020,03/01/2020
4037.95,23/04/2020,23/04/2020
3700.28,11/09/2020,11/09/2020
3649.90,21/11/2020,23/11/2020
3829.72,10/09/2021,10/09/2021
2855.32,30/07/2015,30/07/2015
2866.04,31/07/2015,31/07/2015
2862.51,01/08/2015,03/08/2015
3085.60,01/12/2016,01/12/2016
3068.34,02/12/2016,02/12/2016
3061.04,03/12/2016,05/12/2016
3049.47,06/12/2016,06/12/2016
3015.47,07/12/2016,07/12/2016
2989.71,08/12/2016,09/12/2016
3002.80,10/12/2016,12/12/2016
2984.02,13/12/2016,13/12/2016
2982.29,14/12/2016,14/12/2016
2964.56,15/12/2016,15/12/2016
3000.47,16/12/2016,16/12/2016
2997.20,17/12/2016,19/12/2016
3019.44,20/12/2016,20/12/2016
2988.06,21/12/2016,21/12/2016
2989.14,22/12/2016,22/12/2016
2996.03,23/12/2016,23/12/2016
2996.60,24/12/2016,27/12/2016
2992.81,28/12/2016,28/12/2016
3019.72,29/12/2016,29/12/2016
3000.71,30/12/2016,03/01/2017
2981.06,04/01/2017,04/01/2017
2965.36,05/01/2017,05/01/2017
3197.20,14/11/2018,14/11/2018
3194.70,15/11/2018,15/11/2018
3198.29,16/11/2018,16/11/2018
3173.59,17/11/2018,19/11/2018
3178.81,20/11/2018,20/11/2018
3189.51,21/11/2018,21/11/2018
3196.26,22/11/2018,23/11/2018
3223.95,24/11/2018,26/11/2018
3240.65,27/11/2018,27/11/2018
3250.56,28/11/2018,28/11/2018
3274.47,29/11/2018,29/11/2018
3240.02,30/11/2018,30/11/2018
3235.27,01/12/2018,03/12/2018
3196.15,04/12/2018,04/12/2018
3174.11,05/12/2018,05/12/2018
3162.29,06/12/2018,06/12/2018
3187.86,07/12/2018,07/12/2018
3153.29,08/12/2018,10/12/2018
3176.12,11/12/2018,11/12/2018
3184.70,12/12/2018,12/12/2018
3169.36,13/12/2018,13/12/2018
3178.40,14/12/2018,14/12/2018
3196.30,15/12/2018,17/12/2018
3188.66,18/12/2018,18/12/2018
3198.45,19/12/2018,19/12/2018
3216.55,20/12/2018,20/12/2018
3246.86,21/12/2018,21/12/2018
3285.34,22/12/2018,24/12/2018
3285.51,25/12/2018,26/12/2018
3289.69,27/12/2018,27/12/2018
3275.01,28/12/2018,28/12/2018
3249.75,29/12/2018,02/01/2019
3250.01,03/01/2019,03/01/2019
3241.20,04/01/2019,04/01/2019
3208.56,05/01/2019,08/01/2019
3164.75,09/01/2019,09/01/2019
3128.07,10/01/2019,10/01/2019
3136.49,11/01/2019,11/01/2019
3151.49,12/01/2019,14/01/2019
3143.22,15/01/2019,15/01/2019
3137.66,16/01/2019,16/01/2019
3124.96,17/01/2019,17/01/2019
3140.19,18/01/2019,18/01/2019
3120.56,19/01/2019,22/01/2019
3136.59,23/01/2019,23/01/2019
3146.14,24/01/2019,24/01/2019
3160.52,25/01/2019,25/01/2019
3150.58,26/01/2019,28/01/2019
3167.86,29/01/2019,29/01/2019
3157.52,30/01/2019,30/01/2019
3163.46,31/01/2019,31/01/2019
3115.70,01/02/2019,01/02/2019
3102.61,02/02/2019,04/02/2019
3089.40,05/02/2019,05/02/2019
3094.05,06/02/2019,06/02/2019
3108.54,07/02/2019,07/02/2019
3110.46,08/02/2019,08/02/2019
3115.94,09/02/2019,11/02/2019
3132.61,12/02/2019,12/02/2019
3131.10,13/02/2019,13/02/2019
3135.56,14/02/2019,14/02/2019
3155.27,15/02/2019,15/02/2019
3141.40,16/02/2019,19/02/2019
3118.36,20/02/2019,20/02/2019
3112.18,21/02/2019,21/02/2019
1378.88,24/07/1998,24/07/1998
1379.61,25/07/1998,27/07/1998
1378.33,28/07/1998,28/07/1998
1376.12,29/07/1998,29/07/1998
1373.49,30/07/1998,30/07/1998
1370.65,31/07/1998,31/07/1998
1372.14,01/08/1998,03/08/1998
1371.16,04/08/1998,04/08/1998
1368.24,05/08/1998,05/08/1998
1366.44,06/08/1998,06/08/1998
1364.90,07/08/1998,10/08/1998
1359.22,11/08/1998,11/08/1998
1365.58,12/08/1998,12/08/1998
1371.23,13/08/1998,13/08/1998
1377.08,14/08/1998,14/08/1998
1386.02,15/08/1998,18/08/1998
1385.77,19/08/1998,19/08/1998
1384.24,20/08/1998,20/08/1998
1391.55,21/08/1998,21/08/1998
1407.27,22/08/1998,24/08/1998
1418.22,25/08/1998,25/08/1998
1420.27,26/08/1998,26/08/1998
1430.33,27/08/1998,27/08/1998
1438.16,28/08/1998,28/08/1998
1440.87,29/08/1998,31/08/1998
1441.86,01/09/1998,01/09/1998
1442.95,02/09/1998,02/09/1998
1518.56,03/09/1998,03/09/1998
1532.19,04/09/1998,04/09/1998
1538.84,05/09/1998,07/09/1998
1511.55,08/09/1998,08/09/1998
1505.66,09/09/1998,09/09/1998
1493.40,10/09/1998,10/09/1998
1506.27,11/09/1998,11/09/1998
1505.85,12/09/1998,14/09/1998
1586.53,08/10/1998,08/10/1998
1587.46,09/10/1998,09/10/1998
1590.64,10/10/1998,13/10/1998
1592.11,14/10/1998,14/10/1998
1591.01,15/10/1998,15/10/1998
1594.19,16/10/1998,16/10/1998
1596.21,17/10/1998,19/10/1998
1598.18,20/10/1998,20/10/1998
1598.61,21/10/1998,21/10/1998
1597.79,22/10/1998,22/10/1998
1599.15,23/10/1998,23/10/1998
1597.97,24/10/1998,26/10/1998
1590.64,27/10/1998,27/10/1998
1576.38,28/10/1998,28/10/1998
1577.90,29/10/1998,29/10/1998
1577.19,30/10/1998,30/10/1998
1575.08,31/10/1998,03/11/1998
1569.93,04/11/1998,04/11/1998
1568.54,05/11/1998,05/11/1998
1563.32,06/11/1998,06/11/1998
1553.71,07/11/1998,09/11/1998
1559.35,10/11/1998,10/11/1998
1571.76,11/11/1998,11/11/1998
1577.61,12/11/1998,12/11/1998
1578.79,13/11/1998,13/11/1998
1580.99,14/11/1998,17/11/1998
1583.29,18/11/1998,18/11/1998
1569.60,19/11/1998,19/11/1998
1558.49,20/11/1998,20/11/1998
1539.38,21/11/1998,23/11/1998
1547.92,24/11/1998,24/11/1998
1557.57,25/11/1998,25/11/1998
1545.53,26/11/1998,26/11/1998
1543.45,27/11/1998,27/11/1998
1547.11,28/11/1998,30/11/1998
1545.88,01/12/1998,01/12/1998
1545.82,02/12/1998,02/12/1998
1539.32,03/12/1998,03/12/1998
1545.89,04/12/1998,04/12/1998
1552.48,05/12/1998,07/12/1998
1548.63,08/12/1998,09/12/1998
1541.14,10/12/1998,10/12/1998
1530.63,11/12/1998,11/12/1998
1531.13,12/12/1998,14/12/1998
1532.76,15/12/1998,15/12/1998
1529.07,16/12/1998,16/12/1998
1523.80,17/12/1998,17/12/1998
1515.98,18/12/1998,18/12/1998
1510.41,15/09/1998,15/09/1998
1516.92,16/09/1998,16/09/1998
1520.63,17/09/1998,17/09/1998
1531.49,18/09/1998,18/09/1998
1533.95,19/09/1998,21/09/1998
1529.26,22/09/1998,22/09/1998
1541.16,23/09/1998,23/09/1998
1561.28,24/09/1998,24/09/1998
1548.95,25/09/1998,25/09/1998
1547.81,26/09/1998,28/09/1998
1556.25,29/09/1998,29/09/1998
1556.15,30/09/1998,30/09/1998
1556.52,01/10/1998,01/10/1998
703.08,02/10/1992,02/10/1992
710.22,03/10/1992,05/10/1992
704.52,06/10/1992,06/10/1992
703.66,07/10/1992,07/10/1992
702.71,08/10/1992,08/10/1992
704.06,09/10/1992,09/10/1992
701.88,10/10/1992,13/10/1992
702.48,14/10/1992,14/10/1992
705.52,15/10/1992,15/10/1992
708.21,16/10/1992,16/10/1992
707.13,17/10/1992,19/10/1992
707.35,20/10/1992,20/10/1992
706.06,21/10/1992,21/10/1992
709.22,22/10/1992,22/10/1992
710.19,23/10/1992,23/10/1992
712.04,24/10/1992,26/10/1992
713.55,27/10/1992,27/10/1992
716.39,28/10/1992,28/10/1992
715.31,29/10/1992,29/10/1992
717.37,30/10/1992,30/10/1992
716.88,31/10/1992,03/11/1992
718.98,04/11/1992,04/11/1992
1263.79,16/10/1997,16/10/1997
1268.87,17/10/1997,17/10/1997
1264.70,18/10/1997,20/10/1997
1264.60,21/10/1997,21/10/1997
1264.32,22/10/1997,22/10/1997
1267.87,23/10/1997,23/10/1997
1267.10,24/10/1997,24/10/1997
1272.02,25/10/1997,27/10/1997
1274.05,28/10/1997,28/10/1997
1289.84,29/10/1997,29/10/1997
1282.82,30/10/1997,30/10/1997
1281.20,31/10/1997,31/10/1997
1284.65,01/11/1997,04/11/1997
1284.63,05/11/1997,05/11/1997
1272.77,15/10/1997,15/10/1997
1281.18,06/11/1997,06/11/1997
1286.73,07/11/1997,07/11/1997
1291.35,08/11/1997,10/11/1997
1295.52,11/11/1997,11/11/1997
1294.51,12/11/1997,12/11/1997
1296.66,13/11/1997,13/11/1997
1297.87,14/11/1997,14/11/1997
1298.04,15/11/1997,18/11/1997
1297.94,19/11/1997,19/11/1997
828.46,19/11/1994,21/11/1994
829.08,22/11/1994,22/11/1994
830.74,23/11/1994,23/11/1994
828.67,24/11/1994,24/11/1994
828.76,25/11/1994,25/11/1994
828.42,26/11/1994,28/11/1994
828.66,29/11/1994,29/11/1994
829.03,30/11/1994,30/11/1994
829.29,01/12/1994,01/12/1994
829.56,02/12/1994,02/12/1994
830.00,03/12/1994,05/12/1994
830.37,06/12/1994,06/12/1994
830.85,07/12/1994,07/12/1994
831.10,08/12/1994,09/12/1994
831.49,10/12/1994,12/12/1994
831.91,13/12/1994,13/12/1994
824.68,14/12/1994,14/12/1994
825.00,15/12/1994,15/12/1994
830.49,18/11/1994,18/11/1994
827.60,16/12/1994,16/12/1994
829.72,17/12/1994,19/12/1994
1072.95,07/06/1996,07/06/1996
1073.06,08/06/1996,11/06/1996
1073.65,12/06/1996,12/06/1996
1070.80,13/06/1996,13/06/1996
1072.34,14/06/1996,14/06/1996
1071.35,15/06/1996,18/06/1996
1072.74,19/06/1996,19/06/1996
1070.94,20/06/1996,20/06/1996
1070.86,21/06/1996,21/06/1996
818.33,23/02/1994,23/02/1994
820.76,24/02/1994,24/02/1994
819.68,25/02/1994,25/02/1994
819.70,26/02/1994,28/02/1994
819.83,02/03/1994,02/03/1994
819.61,03/03/1994,03/03/1994
818.70,04/03/1994,04/03/1994
817.86,05/03/1994,07/03/1994
817.76,08/03/1994,08/03/1994
818.02,09/03/1994,09/03/1994
818.37,10/03/1994,10/03/1994
818.46,11/03/1994,11/03/1994
818.62,12/03/1994,14/03/1994
816.04,22/02/1994,22/02/1994
818.69,15/03/1994,15/03/1994
818.49,16/03/1994,16/03/1994
820.44,17/03/1994,17/03/1994
820.91,18/03/1994,18/03/1994
821.34,19/03/1994,22/03/1994
821.73,23/03/1994,23/03/1994
821.82,24/03/1994,24/03/1994
821.70,25/03/1994,25/03/1994
722.57,07/11/1992,09/11/1992
2311.70,10/12/2008,10/12/2008
2302.93,11/12/2008,11/12/2008
2278.29,12/12/2008,12/12/2008
2273.24,13/12/2008,15/12/2008
2254.50,16/12/2008,16/12/2008
2223.30,17/12/2008,17/12/2008
2173.86,18/12/2008,18/12/2008
2163.14,19/12/2008,19/12/2008
2167.35,20/12/2008,22/12/2008
2169.83,23/12/2008,23/12/2008
2180.49,24/12/2008,24/12/2008
2198.09,25/12/2008,26/12/2008
2204.95,27/12/2008,29/12/2008
2234.00,30/12/2008,30/12/2008
2243.59,31/12/2008,02/01/2009
2216.23,10/01/2009,13/01/2009
2226.87,14/01/2009,14/01/2009
2234.40,15/01/2009,15/01/2009
2249.64,16/01/2009,16/01/2009
2227.68,17/01/2009,20/01/2009
1953.12,24/07/2009,24/07/2009
2245.28,21/01/2009,21/01/2009
2245.97,22/01/2009,22/01/2009
2247.87,23/01/2009,23/01/2009
2280.77,24/01/2009,26/01/2009
2280.43,27/01/2009,27/01/2009
2310.83,28/01/2009,28/01/2009
2341.09,29/01/2009,29/01/2009
2386.58,30/01/2009,30/01/2009
2420.26,31/01/2009,02/02/2009
2450.78,03/02/2009,03/02/2009
2443.67,04/02/2009,04/02/2009
2469.02,05/02/2009,05/02/2009
2472.65,06/02/2009,06/02/2009
2449.49,07/02/2009,09/02/2009
2450.60,10/02/2009,10/02/2009
2494.07,11/02/2009,11/02/2009
2537.82,12/02/2009,12/02/2009
2520.06,13/02/2009,13/02/2009
2509.50,14/02/2009,17/02/2009
2554.40,18/02/2009,18/02/2009
2558.14,19/02/2009,19/02/2009
2547.40,20/02/2009,20/02/2009
2588.31,21/02/2009,23/02/2009
2572.30,24/02/2009,24/02/2009
2596.37,25/02/2009,25/02/2009
2575.50,26/02/2009,26/02/2009
2555.05,27/02/2009,27/02/2009
2555.89,28/02/2009,02/03/2009
2590.97,03/03/2009,03/03/2009
2588.96,04/03/2009,04/03/2009
2589.48,05/03/2009,05/03/2009
2572.92,06/03/2009,06/03/2009
2548.57,07/03/2009,09/03/2009
2559.36,10/03/2009,10/03/2009
2525.06,11/03/2009,11/03/2009
2506.73,12/03/2009,12/03/2009
2481.26,13/03/2009,13/03/2009
2445.30,14/03/2009,16/03/2009
2390.96,17/03/2009,17/03/2009
2390.98,18/03/2009,18/03/2009
2383.15,19/03/2009,19/03/2009
2335.29,20/03/2009,20/03/2009
2340.83,21/03/2009,24/03/2009
2353.21,25/03/2009,25/03/2009
2379.94,26/03/2009,26/03/2009
2435.81,27/03/2009,27/03/2009
2485.56,28/03/2009,30/03/2009
2561.21,31/03/2009,31/03/2009
2544.24,01/04/2009,01/04/2009
2534.99,02/04/2009,02/04/2009
2451.72,03/04/2009,03/04/2009
2422.71,04/04/2009,06/04/2009
2408.42,07/04/2009,07/04/2009
2416.63,08/04/2009,08/04/2009
2388.11,09/04/2009,13/04/2009
2392.22,14/04/2009,14/04/2009
2394.27,15/04/2009,15/04/2009
2380.69,16/04/2009,16/04/2009
2344.98,17/04/2009,17/04/2009
2343.34,18/04/2009,20/04/2009
2376.38,21/04/2009,21/04/2009
2338.60,22/04/2009,22/04/2009
2318.83,23/04/2009,23/04/2009
2300.74,24/04/2009,24/04/2009
2283.20,25/04/2009,27/04/2009
2325.02,28/04/2009,28/04/2009
3213.23,25/04/2019,25/04/2019
3223.67,10/07/2019,10/07/2019
3452.57,09/10/2019,09/10/2019
3380.90,30/10/2019,30/10/2019
3835.15,12/03/2020,12/03/2020
4081.06,02/04/2020,02/04/2020
3467.49,05/12/2020,07/12/2020
3714.94,11/05/2021,11/05/2021
3780.38,23/10/2021,25/10/2021
3778.69,03/11/2021,03/11/2021
3465.35,18/10/2019,18/10/2019
3507.11,28/02/2020,28/02/2020
3810.23,28/10/2020,28/10/2020
3533.21,03/12/2020,03/12/2020
3478.11,09/01/2021,12/01/2021
3870.57,27/08/2021,27/08/2021
3997.09,24/12/2021,24/12/2021
1573.22,02/10/1998,02/10/1998
1578.96,03/10/1998,05/10/1998
1585.64,06/10/1998,06/10/1998
1588.64,07/10/1998,07/10/1998
2187.83,23/08/2000,23/08/2000
2196.72,24/08/2000,24/08/2000
2205.60,25/08/2000,25/08/2000
2208.82,26/08/2000,28/08/2000
2208.17,29/08/2000,29/08/2000
2204.22,30/08/2000,30/08/2000
2208.21,31/08/2000,31/08/2000
2212.97,01/09/2000,01/09/2000
2214.00,02/09/2000,04/09/2000
2210.32,05/09/2000,05/09/2000
2211.13,06/09/2000,06/09/2000
2211.11,07/09/2000,07/09/2000
2209.18,08/09/2000,08/09/2000
2204.85,09/09/2000,11/09/2000
2206.39,12/09/2000,12/09/2000
2206.93,13/09/2000,13/09/2000
2208.64,14/09/2000,14/09/2000
2212.73,15/09/2000,15/09/2000
2210.34,16/09/2000,18/09/2000
2211.36,19/09/2000,19/09/2000
2210.81,20/09/2000,20/09/2000
2212.93,21/09/2000,21/09/2000
2223.46,22/09/2000,22/09/2000
2232.24,23/09/2000,25/09/2000
2228.05,26/09/2000,26/09/2000
2222.67,27/09/2000,27/09/2000
2216.93,28/09/2000,28/09/2000
2211.94,29/09/2000,29/09/2000
2212.26,30/09/2000,02/10/2000
2210.40,03/10/2000,03/10/2000
2201.51,04/10/2000,04/10/2000
3022.78,28/06/2016,28/06/2016
3005.18,29/06/2016,29/06/2016
2916.15,30/06/2016,30/06/2016
2919.01,01/07/2016,01/07/2016
2914.38,02/07/2016,05/07/2016
2966.87,06/07/2016,06/07/2016
3003.20,07/07/2016,07/07/2016
2986.49,08/07/2016,08/07/2016
2952.64,09/07/2016,11/07/2016
2929.81,12/07/2016,12/07/2016
2911.91,13/07/2016,13/07/2016
2936.53,14/07/2016,14/07/2016
2923.07,15/07/2016,15/07/2016
2923.46,16/07/2016,18/07/2016
2928.30,19/07/2016,19/07/2016
2931.08,20/07/2016,21/07/2016
2928.67,22/07/2016,22/07/2016
2942.65,23/07/2016,25/07/2016
2997.25,26/07/2016,26/07/2016
3055.15,27/07/2016,27/07/2016
3073.52,28/07/2016,28/07/2016
3091.78,29/07/2016,29/07/2016
3081.75,30/07/2016,01/08/2016
3090.28,02/08/2016,02/08/2016
3084.81,03/08/2016,03/08/2016
3110.43,04/08/2016,04/08/2016
3079.83,05/08/2016,05/08/2016
3052.80,06/08/2016,08/08/2016
2992.50,09/08/2016,09/08/2016
2974.31,10/08/2016,10/08/2016
2954.90,11/08/2016,11/08/2016
2911.26,12/08/2016,12/08/2016
2908.67,13/08/2016,16/08/2016
2905.30,17/08/2016,17/08/2016
2918.07,18/08/2016,18/08/2016
2884.02,19/08/2016,19/08/2016
2867.37,20/08/2016,22/08/2016
2883.89,23/08/2016,23/08/2016
2909.10,24/08/2016,24/08/2016
2938.28,25/08/2016,25/08/2016
2915.67,26/08/2016,26/08/2016
2882.69,27/08/2016,29/08/2016
2924.29,30/08/2016,30/08/2016
2933.82,31/08/2016,31/08/2016
2956.53,01/09/2016,01/09/2016
2986.36,02/09/2016,02/09/2016
2957.56,03/09/2016,06/09/2016
2887.64,07/09/2016,07/09/2016
2840.38,08/09/2016,08/09/2016
2846.13,09/09/2016,09/09/2016
2899.29,10/09/2016,12/09/2016
2942.29,13/09/2016,13/09/2016
2976.19,14/09/2016,14/09/2016
2972.65,15/09/2016,15/09/2016
2938.50,16/09/2016,16/09/2016
2956.58,17/09/2016,19/09/2016
2928.18,20/09/2016,20/09/2016
2911.11,21/09/2016,21/09/2016
2894.15,22/09/2016,22/09/2016
2862.52,23/09/2016,23/09/2016
2917.95,24/09/2016,26/09/2016
2917.58,27/09/2016,27/09/2016
2921.99,28/09/2016,28/09/2016
2914.11,29/09/2016,29/09/2016
2879.95,30/09/2016,30/09/2016
2880.08,01/10/2016,03/10/2016
2937.23,04/10/2016,04/10/2016
2963.06,05/10/2016,05/10/2016
2964.93,06/10/2016,06/10/2016
2924.80,07/10/2016,07/10/2016
2913.96,08/10/2016,11/10/2016
2919.51,12/10/2016,12/10/2016
2919.18,13/10/2016,13/10/2016
2930.78,14/10/2016,14/10/2016
2915.67,15/10/2016,18/10/2016
2905.93,19/10/2016,19/10/2016
2914.15,20/10/2016,20/10/2016
2934.03,21/10/2016,21/10/2016
2944.25,22/10/2016,24/10/2016
2929.83,25/10/2016,25/10/2016
2941.34,26/10/2016,26/10/2016
2965.18,27/10/2016,27/10/2016
2966.61,28/10/2016,28/10/2016
2967.66,29/10/2016,31/10/2016
2998.55,01/11/2016,01/11/2016
3026.68,02/11/2016,02/11/2016
3070.54,03/11/2016,03/11/2016
3071.12,04/11/2016,04/11/2016
3070.40,05/11/2016,08/11/2016
2984.78,09/11/2016,09/11/2016
3012.12,10/11/2016,10/11/2016
3100.12,11/11/2016,15/11/2016
3124.91,16/11/2016,16/11/2016
3131.11,17/11/2016,17/11/2016
3135.65,18/11/2016,18/11/2016
3163.49,19/11/2016,21/11/2016
3144.72,22/11/2016,22/11/2016
3139.76,23/11/2016,23/11/2016
3187.97,24/11/2016,25/11/2016
3170.64,26/11/2016,28/11/2016
3142.20,29/11/2016,29/11/2016
3165.09,30/11/2016,30/11/2016
1332.78,24/01/1998,26/01/1998
1336.38,27/01/1998,27/01/1998
1337.30,28/01/1998,28/01/1998
1339.57,29/01/1998,29/01/1998
1341.85,30/01/1998,30/01/1998
1342.00,31/01/1998,02/02/1998
1343.90,03/02/1998,03/02/1998
1345.01,04/02/1998,04/02/1998
1345.46,05/02/1998,05/02/1998
1346.09,06/02/1998,06/02/1998
1346.42,07/02/1998,09/02/1998
1347.72,10/02/1998,10/02/1998
1348.23,11/02/1998,11/02/1998
1348.86,12/02/1998,12/02/1998
1349.34,13/02/1998,13/02/1998
1349.54,14/02/1998,16/02/1998
1350.97,17/02/1998,17/02/1998
1350.23,18/02/1998,18/02/1998
1349.95,19/02/1998,19/02/1998
1350.10,20/02/1998,20/02/1998
1347.94,21/02/1998,23/02/1998
1388.04,13/05/1998,13/05/1998
1387.15,14/05/1998,14/05/1998
1384.97,15/05/1998,15/05/1998
1383.31,16/05/1998,18/05/1998
1387.26,19/05/1998,19/05/1998
1390.89,20/05/1998,20/05/1998
1392.18,21/05/1998,21/05/1998
1393.62,22/05/1998,22/05/1998
1394.33,23/05/1998,26/05/1998
1396.51,27/05/1998,27/05/1998
1397.12,28/05/1998,28/05/1998
1396.69,29/05/1998,29/05/1998
1397.07,30/05/1998,01/06/1998
1398.53,02/06/1998,02/06/1998
1399.56,03/06/1998,03/06/1998
1399.02,04/06/1998,04/06/1998
1397.63,05/06/1998,05/06/1998
1387.12,06/06/1998,08/06/1998
1386.53,09/06/1998,09/06/1998
1376.25,10/06/1998,10/06/1998
1383.23,11/06/1998,11/06/1998
2332.47,29/04/2009,29/04/2009
2289.73,30/04/2009,30/04/2009
2288.64,01/05/2009,04/05/2009
2272.55,05/05/2009,05/05/2009
2256.99,06/05/2009,06/05/2009
2233.50,07/05/2009,07/05/2009
2208.98,08/05/2009,08/05/2009
2210.35,09/05/2009,11/05/2009
2220.92,12/05/2009,12/05/2009
2221.40,13/05/2009,13/05/2009
2257.36,14/05/2009,14/05/2009
2251.53,15/05/2009,15/05/2009
2252.80,16/05/2009,18/05/2009
2255.22,19/05/2009,19/05/2009
2221.27,20/05/2009,20/05/2009
2196.21,21/05/2009,21/05/2009
2206.60,22/05/2009,22/05/2009
2201.44,23/05/2009,26/05/2009
2213.89,27/05/2009,27/05/2009
2208.89,28/05/2009,28/05/2009
2190.45,29/05/2009,29/05/2009
2140.66,30/05/2009,01/06/2009
2109.42,02/06/2009,02/06/2009
2077.02,03/06/2009,03/06/2009
2073.55,04/06/2009,04/06/2009
2072.00,05/06/2009,05/06/2009
2063.10,06/06/2009,08/06/2009
2091.10,09/06/2009,09/06/2009
2060.18,10/06/2009,10/06/2009
2042.19,11/06/2009,11/06/2009
2026.17,12/06/2009,12/06/2009
2015.40,13/06/2009,16/06/2009
2014.91,17/06/2009,17/06/2009
2071.29,18/06/2009,18/06/2009
2074.72,19/06/2009,19/06/2009
